gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_accessions	annotation_description
CP020618.1_1219	1268989	1269192	204	-1	0.270	11	GGxGG	GENOMAD.112661.CV	1.947e-14	68	0	0	0	2561	Caudoviricetes	NA	PF06107.14;COG4481	Bacterial protein of unknown function (DUF951)
CP020618.1_1220	1269213	1270091	879	-1	0.316	11	AGGAGG	GENOMAD.142597.CP	3.506e-07	54	0	0	0	1	NA	NA	PF00924.21;K03442;COG0668	Mechanosensitive ion channel
CP020618.1_1221	1270222	1271046	825	-1	0.330	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1222	1271730	1272833	1104	1	0.341	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1223	1272830	1274005	1176	1	0.365	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1224	1273959	1275797	1839	1	0.353	11	AGGAGG	GENOMAD.129935.CP	6.625e-07	55	0	0	0	1	NA	NA	PF02219.20;PF12225.11;TIGR00676;K00297;COG0685	5,10-methylenetetrahydrofolate reductase, prokaryotic form
CP020618.1_1225	1275794	1278040	2247	1	0.335	11	AGGAGG	GENOMAD.145921.CP	3.492e-36	151	0	0	0	1	NA	NA	NA	NA
CP020618.1_1226	1278119	1278865	747	1	0.376	11	GGAG/GAGG	GENOMAD.147796.CP	8.918e-06	49	0	0	0	1	NA	NA	PF04199.16;COG1878;TIGR03035;K07130	Kynurenine formamidase
CP020618.1_1227	1279481	1281076	1596	-1	0.330	11	GGAGG	GENOMAD.189291.CP	3.687e-145	470	0	0	0	1	NA	NA	PF02782.19;TIGR01314;COG1070;K00853	gluconate kinase, FGGY type
CP020618.1_1228	1281383	1281742	360	1	0.281	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1229	1281816	1282145	330	-1	0.285	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1230	1282346	1282720	375	-1	0.309	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1231	1282717	1283298	582	-1	0.330	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1232	1283330	1284292	963	-1	0.344	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1233	1284487	1285599	1113	-1	0.344	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1234	1286704	1288194	1491	1	0.244	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1235	1288388	1289524	1137	1	0.321	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1236	1289530	1290000	471	1	0.316	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1237	1290002	1291630	1629	1	0.331	11	AGGAGG	GENOMAD.141444.VV	3.421e-16	85	0	0	0	2561	Caudoviricetes	NA	PF01057.20;PF02257.18;TIGR01613;COG5545	phage/plasmid primase, P4 family, C-terminal domain
CP020618.1_1238	1291803	1293194	1392	1	0.304	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1239	1293172	1293495	324	1	0.284	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1240	1293508	1295154	1647	1	0.310	11	AGGA	GENOMAD.022372.VV	7.079e-12	71	0	0	1	2561	Caudoviricetes	NA	PF04708.15;COG1961;K14060	Site-specific DNA recombinase related to the DNA invertase Pin
CP020618.1_1241	1295289	1295639	351	1	0.345	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1242	1295726	1296037	312	1	0.321	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1243	1296053	1296556	504	1	0.317	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1244	1296570	1296791	222	1	0.275	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1245	1296859	1298190	1332	-1	0.275	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1246	1298177	1299004	828	-1	0.291	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1247	1299015	1299365	351	-1	0.254	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1248	1299313	1300173	861	-1	0.261	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1249	1300258	1301511	1254	-1	0.281	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1250	1301501	1303060	1560	-1	0.346	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1251	1303061	1303642	582	-1	0.352	11	None	GENOMAD.194822.PC	9.234e-11	63	0	0	0	1	NA	NA	COG0732	Restriction endonuclease S subunit
CP020618.1_1252	1303733	1306525	2793	-1	0.321	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1253	1306675	1307973	1299	-1	0.358	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1254	1308222	1308521	300	1	0.337	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1255	1308726	1308911	186	-1	0.269	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1256	1309693	1310562	870	1	0.320	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1257	1310564	1311496	933	1	0.272	11	AGxAGG/AGGxGG	GENOMAD.123470.CP	4.119e-37	145	0	0	0	1	NA	NA	COG4856	Uncharacterized protein, YbbR domain
CP020618.1_1258	1311525	1312877	1353	1	0.342	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1259	1313428	1315233	1806	1	0.330	11	GGAGG	GENOMAD.132674.VC	4.371e-05	49	0	0	0	2561	Caudoviricetes	NA	PF13230.9;TIGR03442;COG0034;K00820	ergothioneine biosynthesis protein EgtC
CP020618.1_1260	1315332	1316114	783	1	0.285	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1261	1316178	1317038	861	1	0.289	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1262	1317096	1318157	1062	-1	0.267	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1263	1318286	1319020	735	1	0.283	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1264	1319105	1320058	954	-1	0.316	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1265	1320062	1320388	327	-1	0.312	11	AGGAGG	GENOMAD.162183.CP	0.0002754	41	0	0	0	1	NA	NA	PF09824.12;K22043;COG4189;TIGR02702	ArsR transcriptional regulator
CP020618.1_1266	1320518	1321174	657	1	0.332	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1267	1321516	1322448	933	1	0.323	11	AGGAGG	GENOMAD.145364.CP	5.388e-28	118	0	0	0	1	NA	NA	PF20511.1;COG1482;TIGR00218	Mannose-6-phosphate isomerase, class I
CP020618.1_1268	1322846	1324219	1374	1	0.298	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1269	1324370	1324765	396	1	0.313	11	GGA/GAG/AGG	GENOMAD.148005.CP	1.3e-13	69	0	0	0	1	NA	NA	PF04134.15;COG3011	Predicted thiol-disulfide oxidoreductase YuxK, DCC family
CP020618.1_1270	1324965	1325405	441	1	0.313	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1271	1325491	1326201	711	-1	0.328	11	AGGAG	GENOMAD.151055.CP	7.127e-05	46	0	0	0	1	NA	NA	PF01048.23;TIGR01721;K03784;COG0813	AMP nucleosidase, putative
CP020618.1_1272	1326347	1327009	663	1	0.370	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1273	1327066	1328367	1302	1	0.372	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1274	1328379	1329563	1185	1	0.342	11	AGGAG	GENOMAD.125838.CP	9.404e-143	456	0	0	0	1	NA	NA	K01839;TIGR01696;COG1015	phosphopentomutase
CP020618.1_1275	1329566	1329916	351	1	0.316	11	GGAG/GAGG	GENOMAD.160451.CP	1.644e-13	68	0	0	0	1	NA	NA	PF07681.15;COG4270	DoxX
CP020618.1_1276	1329983	1330453	471	-1	0.344	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1277	1330712	1331887	1176	1	0.365	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1278	1331892	1333088	1197	1	0.317	11	GGA/GAG/AGG	GENOMAD.179881.CP	1.503e-184	577	0	0	0	1	NA	NA	PF02222.25;TIGR01161;COG0026;K06914	phosphoribosylaminoimidazole carboxylase, PurK protein
CP020618.1_1279	1333193	1333858	666	1	0.288	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1280	1333928	1334728	801	-1	0.340	11	GGAG/GAGG	GENOMAD.021138.CC	6.636e-45	166	0	0	0	1	NA	NA	PF03630.17;K09680;TIGR00555;COG0533	pantothenate kinase, eukaryotic/staphyloccocal type
CP020618.1_1281	1334867	1335769	903	1	0.305	11	GGA/GAG/AGG	GENOMAD.183748.CP	9.518e-22	99	0	0	0	1	NA	NA	PF13523.9;TIGR04431;COG1670;K00663	aminoglycoside N(6')-acetyltransferase, AacA4 family
CP020618.1_1282	1335879	1336409	531	1	0.309	11	AGGA/GGAG/GAGG	GENOMAD.007762.CC	2.77e-11	64	0	0	0	1	NA	NA	COG3343	DNA-directed RNA polymerase, delta subunit
CP020618.1_1283	1336607	1338214	1608	1	0.330	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1284	1338331	1338852	522	-1	0.308	11	GGAGG	GENOMAD.183405.CP	1.615e-81	267	0	0	0	1	NA	NA	PF10740.12;COG0279;TIGR00274	NA
CP020618.1_1285	1339014	1339214	201	1	0.363	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1286	1339223	1339870	648	1	0.353	11	AGxAGG/AGGxGG	GENOMAD.132667.CP	3.226e-12	68	0	0	0	2561	Caudoviricetes	NA	PF01116.23;COG0191;K01624;TIGR00167	Fructose/tagatose bisphosphate aldolase
CP020618.1_1287	1340261	1341532	1272	1	0.351	11	AGGAG	GENOMAD.108595.CP	2.181e-26	116	0	0	0	2561	Caudoviricetes	NA	PF00275.23;TIGR01356;COG0766;K00790	3-phosphoshikimate 1-carboxyvinyltransferase
CP020618.1_1288	1341620	1341955	336	1	0.354	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1289	1342065	1343492	1428	1	0.337	11	AGGAG	GENOMAD.168696.PC	1.567e-09	63	0	0	0	1	NA	NA	PF07368.14;TIGR00407;COG0014;K18601	gamma-glutamyl phosphate reductase
CP020618.1_1290	1343732	1345048	1317	1	0.337	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1291	1345164	1345421	258	1	0.357	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1292	1345596	1346195	600	1	0.350	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1293	1346195	1347271	1077	1	0.340	11	AGGAGG	GENOMAD.058649.CP	7.648e-15	79	1	0	0	1	NA	NA	PF03462.21;COG0216;TIGR00019	PCRF domain
CP020618.1_1294	1347258	1348094	837	1	0.321	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1295	1348113	1349219	1107	1	0.332	11	GGAG/GAGG	GENOMAD.100154.CP	6.831e-08	57	0	0	0	2561	Caudoviricetes	NA	PF01300.21;COG0009;TIGR00057;K07566	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC
CP020618.1_1296	1349216	1349632	417	1	0.314	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1297	1349742	1350266	525	1	0.343	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1298	1350291	1351529	1239	1	0.346	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1299	1351554	1352183	630	1	0.346	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1300	1352203	1353348	1146	1	0.315	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1301	1353872	1354597	726	1	0.340	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1302	1354630	1354842	213	1	0.390	11	AGGAGG	GENOMAD.093372.CV	9.045e-09	52	0	0	0	1	NA	NA	PF00137.24;TIGR01260;COG0636	ATP synthase, F0 subunit c
CP020618.1_1303	1354929	1355459	531	1	0.328	11	AGGAG	GENOMAD.081960.CV	4.738e-16	78	0	0	0	1	NA	NA	PF05405.17;COG0711;TIGR03321;K02109	FoF1-type ATP synthase, membrane subunit b or b'
CP020618.1_1304	1355459	1355998	540	1	0.278	11	GGA/GAG/AGG	GENOMAD.067849.CV	2.889e-12	67	0	0	0	1	NA	NA	PF00213.21;K02113;COG0712;TIGR01145	FoF1-type ATP synthase, delta subunit
CP020618.1_1305	1356017	1357525	1509	1	0.366	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1306	1357557	1358423	867	1	0.334	11	AGxAGG/AGGxGG	GENOMAD.066413.CV	3.788e-08	57	0	0	0	1	NA	NA	PF00231.22;TIGR01146;COG0224;K02115	ATP synthase
CP020618.1_1307	1358445	1359857	1413	1	0.362	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1308	1359879	1360280	402	1	0.381	11	AGGAGG	GENOMAD.177258.CV	0.0001175	43	0	0	0	1	NA	NA	PF02823.19;COG0355;TIGR03166;K02114	FoF1-type ATP synthase, epsilon subunit
CP020618.1_1309	1360590	1360820	231	1	0.268	11	AGGAG	GENOMAD.020404.CC	2.103e-32	120	0	0	0	1	NA	NA	PF06612.14;COG4836;TIGR02327	Uncharacterized membrane protein YwzB
CP020618.1_1310	1360927	1362192	1266	1	0.355	11	GGAGG	GENOMAD.108595.CP	4.469e-26	115	0	0	0	2561	Caudoviricetes	NA	PF00275.23;TIGR01356;COG0766;K00790	3-phosphoshikimate 1-carboxyvinyltransferase
CP020618.1_1311	1362220	1362657	438	1	0.329	11	GGAG/GAGG	GENOMAD.118830.CP	5.393e-11	62	0	0	0	1	NA	NA	PF07977.16;K02372;TIGR01749;COG4706	beta-hydroxyacyl-
CP020618.1_1312	1362707	1363147	441	-1	0.306	11	GGAG/GAGG	GENOMAD.024580.CC	7.307e-27	108	0	0	0	1	NA	NA	PF14183.9	YwpF-like protein
CP020618.1_1313	1363341	1363736	396	1	0.293	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1314	1364141	1364887	747	1	0.341	11	AGGAGG	GENOMAD.226466.VP	3.87e-05	47	0	0	0	9913	Herelleviridae	NA	NA	NA
CP020618.1_1315	1365279	1365968	690	1	0.322	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1316	1365961	1366782	822	1	0.349	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1317	1366775	1367563	789	1	0.317	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1318	1367566	1368204	639	1	0.316	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1319	1368293	1369162	870	1	0.316	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1320	1369220	1369867	648	-1	0.306	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1321	1369902	1371386	1485	-1	0.310	11	AGGAG(G)/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1322	1371552	1371845	294	1	0.313	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1323	1371861	1372070	210	1	0.248	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1324	1372183	1372320	138	1	0.275	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1325	1372481	1373665	1185	-1	0.309	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1326	1374050	1375120	1071	1	0.295	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1327	1375136	1376491	1356	1	0.318	11	AGGAG	GENOMAD.094444.CP	1.232e-37	151	0	0	0	1	NA	NA	PF08245.15;K01929;TIGR01143;COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
CP020618.1_1328	1376522	1378234	1713	1	0.327	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1329	1378483	1378962	480	1	0.275	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1330	1378949	1380454	1506	1	0.286	11	GGAG/GAGG	GENOMAD.153164.CP	7.797e-42	165	0	0	0	1	NA	NA	K08981;COG3428	Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain
CP020618.1_1331	1380789	1380926	138	1	0.239	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1332	1380951	1381304	354	1	0.282	11	GGAG/GAGG	GENOMAD.146653.CP	0.0007979	40	0	0	0	1	NA	NA	PF01648.23;TIGR00516;COG0736	holo-
CP020618.1_1333	1381347	1382492	1146	1	0.312	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1334	1382578	1382748	171	1	0.333	11	GGAGG	GENOMAD.055788.CC	2.277e-22	90	0	0	0	1	NA	NA	NA	NA
CP020618.1_1335	1382745	1383107	363	1	0.314	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1336	1383479	1384480	1002	1	0.292	11	AGGAGG	GENOMAD.111740.CP	1.99e-27	117	0	0	0	1	NA	NA	PF07228.15;PF11849.11;K07315;COG2208;TIGR04400	Serine phosphatase RsbU, regulator of sigma subunit
CP020618.1_1337	1384566	1384892	327	1	0.324	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1338	1384894	1385373	480	1	0.312	11	GGAGG	GENOMAD.105549.CP	5.013e-54	187	0	0	0	1	NA	NA	PF13581.9;K06379;TIGR01924;COG2172	serine-protein kinase RsbW
CP020618.1_1339	1385348	1386118	771	1	0.336	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1340	1386245	1388392	2148	1	0.295	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1341	1388385	1388837	453	1	0.287	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1342	1389309	1389749	441	-1	0.322	11	AGGAG(G)/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1343	1389877	1390752	876	-1	0.287	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1344	1390957	1391637	681	1	0.322	11	AGGAG	GENOMAD.154051.CP	0.0001334	45	0	0	0	1	NA	NA	PF02557.20	D-alanyl-D-alanine carboxypeptidase
CP020618.1_1345	1391688	1393139	1452	-1	0.336	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1346	1393274	1393657	384	-1	0.331	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1347	1393663	1394514	852	-1	0.350	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1348	1394498	1395325	828	-1	0.373	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1349	1395408	1396262	855	1	0.359	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1350	1396381	1397256	876	1	0.298	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1351	1397283	1398206	924	-1	0.339	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1352	1398329	1399201	873	-1	0.352	11	AGxAGG/AGGxGG	GENOMAD.223646.PV	3.495e-19	91	0	0	0	1	NA	NA	PF13365.9;TIGR02038;COG3591;K04775	periplasmic serine pepetdase DegS
CP020618.1_1353	1400062	1402329	2268	1	0.356	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1354	1402546	1402839	294	-1	0.279	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1355	1402966	1403496	531	-1	0.352	11	AGGAGG	GENOMAD.181458.PC	3.916e-19	87	0	0	0	1	NA	NA	PF14696.9;TIGR03645;K08234;COG2764	lactoylglutathione lyase family protein
CP020618.1_1356	1403696	1405705	2010	-1	0.353	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1357	1405914	1406534	621	-1	0.341	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1358	1406823	1408217	1395	1	0.351	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1359	1408357	1409604	1248	-1	0.373	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1360	1409694	1410728	1035	-1	0.320	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1361	1410725	1412845	2121	-1	0.305	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1362	1412982	1414340	1359	-1	0.339	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1363	1414553	1414777	225	-1	0.302	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1364	1414964	1415956	993	-1	0.305	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1365	1416505	1418052	1548	1	0.364	11	AGxAGG/AGGxGG	GENOMAD.136941.CP	1.299e-25	115	0	0	0	1	NA	NA	K03319;COG0471	Di- and tricarboxylate transporter
CP020618.1_1366	1418544	1418744	201	-1	0.318	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1367	1418939	1419817	879	-1	0.315	11	AGGAG/GGAGG	GENOMAD.142597.CP	2.715e-05	48	0	0	0	1	NA	NA	PF00924.21;K03442;COG0668	Mechanosensitive ion channel
CP020618.1_1368	1420004	1420516	513	-1	0.368	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1369	1420602	1421066	465	-1	0.271	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1370	1421258	1421590	333	1	0.360	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1371	1421911	1423110	1200	-1	0.362	11	GGAG/GAGG	GENOMAD.158697.CP	6.078e-16	83	0	0	0	1	NA	NA	PF07683.17;TIGR02475;COG0523;K02234	cobalamin biosynthesis protein CobW
CP020618.1_1372	1423401	1424762	1362	-1	0.341	11	AGGAG	GENOMAD.178779.CP	1.206e-08	60	0	0	0	1	NA	NA	K16211;COG2270	MFS-type transporter involved in bile tolerance, Atg22 family
CP020618.1_1373	1425180	1426586	1407	1	0.287	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1374	1426890	1427090	201	1	0.383	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1375	1427233	1427724	492	-1	0.311	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1376	1427985	1428626	642	-1	0.358	11	GGAGG	GENOMAD.176987.CP	2.081e-23	101	0	0	0	1	NA	NA	PF01113.23;K07118;COG2910;TIGR03466	Putative NADH-flavin reductase
CP020618.1_1377	1428917	1429957	1041	1	0.370	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1378	1430279	1430818	540	1	0.269	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1379	1431515	1432666	1152	1	0.349	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1380	1433008	1433475	468	1	0.338	11	AGGAGG	GENOMAD.211984.PC	2.212e-69	231	0	0	0	1	NA	NA	PF08020.14;COG4283	Uncharacterized protein DinB, DUF1706 family
CP020618.1_1381	1433737	1434282	546	-1	0.328	11	AGGAG	GENOMAD.167323.PC	2.234e-18	85	0	0	0	1	NA	NA	PF07563.14	NA
CP020618.1_1382	1434300	1436360	2061	-1	0.338	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1383	1436626	1436943	318	1	0.299	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1384	1436943	1438232	1290	1	0.336	11	GGA/GAG/AGG	GENOMAD.125906.CP	0.0002232	46	0	0	0	1	NA	NA	COG0471	Di- and tricarboxylate transporter
CP020618.1_1385	1438249	1438644	396	1	0.381	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1386	1439014	1439793	780	-1	0.306	11	AGGAG	GENOMAD.114670.PP	3.467e-24	105	0	0	0	1	NA	NA	NA	NA
CP020618.1_1387	1439903	1441501	1599	-1	0.267	11	GGAG/GAGG	GENOMAD.058240.VV	1.133e-10	67	0	0	0	11844	Phycodnaviridae	NA	PF00488.24;PF02854.22;K16787;COG4525;TIGR00101	MutS domain V; MIF4G domain
CP020618.1_1388	1441851	1443071	1221	-1	0.238	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1389	1443071	1443883	813	-1	0.250	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1390	1444073	1445587	1515	1	0.343	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1391	1445577	1445786	210	1	0.276	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1392	1446118	1446840	723	1	0.261	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
